Artist_Name,Album_Name,Genre,Track_Name,UnitPrice,InvoiceTrack_Price
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,Intro/ Low Down,0.99,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,13 Years Of Grief,0.99,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,Stronger Than Death,0.99,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,All For You,0.99,13.86
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,Super Terrorizer,0.99,13.86
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,Phoney Smile Fake Hellos,0.99,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,Lost My Better Half,0.99,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,Bored To Tears,0.99,13.86
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,A.N.D.R.O.T.A.Z.,0.99,13.86
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,Born To Booze,0.99,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,World Of Trouble,0.99,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,No More Tears,0.99,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,The Begining... At Last,0.99,13.86
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],Metal,Heart Of Gold,0.99,13.86
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],Metal,Snowblind,0.99,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],Metal,Like A Bird,0.99,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],Metal,Blood In The Wall,0.99,13.86
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],Metal,The Beginning...At Last,0.99,13.86
Black Sabbath,Black Sabbath,Metal,Black Sabbath,0.99,
Black Sabbath,Black Sabbath,Metal,The Wizard,0.99,
Black Sabbath,Black Sabbath,Metal,Behind The Wall Of Sleep,0.99,
Black Sabbath,Black Sabbath,Metal,N.I.B.,0.99,13.86
Black Sabbath,Black Sabbath,Metal,Evil Woman,0.99,13.86
Black Sabbath,Black Sabbath,Metal,Sleeping Village,0.99,
Black Sabbath,Black Sabbath,Metal,Warning,0.99,
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,Wheels Of Confusion / The Straightener,0.99,
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,Tomorrow's Dream,0.99,13.86
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,Changes,0.99,
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,FX,0.99,
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,Supernaut,0.99,
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,Snowblind,0.99,13.86
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,Snowblind,0.99,0.99
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,Cornucopia,0.99,13.86
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,Cornucopia,0.99,1.98
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,Laguna Sunrise,0.99,1.98
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,St. Vitus Dance,0.99,
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,Under The Sun/Every Day Comes and Goes,0.99,1.98
Body Count,Body Count,Alternative & Punk,Smoked Pork,0.99,13.86
Body Count,Body Count,Alternative & Punk,Body Count's In The House,0.99,1.98
Body Count,Body Count,Alternative & Punk,Now Sports,0.99,
Body Count,Body Count,Alternative & Punk,Body Count,0.99,3.96
Body Count,Body Count,Alternative & Punk,A Statistic,0.99,13.86
Body Count,Body Count,Alternative & Punk,Bowels Of The Devil,0.99,13.86
Body Count,Body Count,Alternative & Punk,Bowels Of The Devil,0.99,3.96
Body Count,Body Count,Alternative & Punk,The Real Problem,0.99,
Body Count,Body Count,Alternative & Punk,KKK Bitch,0.99,3.96
Body Count,Body Count,Alternative & Punk,D Note,0.99,
Body Count,Body Count,Alternative & Punk,Voodoo,0.99,13.86
Body Count,Body Count,Alternative & Punk,Voodoo,0.99,3.96
Body Count,Body Count,Alternative & Punk,The Winner Loses,0.99,
Body Count,Body Count,Alternative & Punk,There Goes The Neighborhood,0.99,
Body Count,Body Count,Alternative & Punk,Oprah,0.99,
Body Count,Body Count,Alternative & Punk,Evil Dick,0.99,5.94
Body Count,Body Count,Alternative & Punk,Body Count Anthem,0.99,13.86
Body Count,Body Count,Alternative & Punk,Momma's Gotta Die Tonight,0.99,
Body Count,Body Count,Alternative & Punk,Freedom Of Speech,0.99,
Bruce Dickinson,Chemical Wedding,Metal,King In Crimson,0.99,5.94
Bruce Dickinson,Chemical Wedding,Metal,Chemical Wedding,0.99,13.86
Bruce Dickinson,Chemical Wedding,Metal,Chemical Wedding,0.99,0.99
Bruce Dickinson,Chemical Wedding,Metal,The Tower,0.99,1.98
Bruce Dickinson,Chemical Wedding,Metal,Killing Floor,0.99,1.98
Bruce Dickinson,Chemical Wedding,Metal,Book Of Thel,0.99,5.94
Bruce Dickinson,Chemical Wedding,Metal,Gates Of Urizen,0.99,1.98
Bruce Dickinson,Chemical Wedding,Metal,Jerusalem,0.99,13.86
Bruce Dickinson,Chemical Wedding,Metal,Trupets Of Jericho,0.99,1.98
Bruce Dickinson,Chemical Wedding,Metal,Machine Men,0.99,5.94
Bruce Dickinson,Chemical Wedding,Metal,The Alchemist,0.99,3.96
Bruce Dickinson,Chemical Wedding,Metal,Realword,0.99,13.86
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,First Time I Met The Blues,0.99,3.96
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Let Me Love You Baby,0.99,5.94
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Stone Crazy,0.99,3.96
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Pretty Baby,0.99,
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,When My Left Eye Jumps,0.99,13.86
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,When My Left Eye Jumps,0.99,3.96
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Leave My Girl Alone,0.99,5.94
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,She Suits Me To A Tee,0.99,
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Keep It To Myself (Aka Keep It To Yourself),0.99,
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,My Time After Awhile,0.99,5.94
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Too Many Ways (Alternate),0.99,
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Talkin' 'Bout Women Obviously,0.99,
Caetano Veloso,Prenda Minha,Latin,Jorge Da Capadócia,0.99,8.91
Caetano Veloso,Prenda Minha,Latin,Prenda Minha,0.99,5.94
Caetano Veloso,Prenda Minha,Latin,Meditação,0.99,13.86
Caetano Veloso,Prenda Minha,Latin,Meditação,0.99,0.99
Caetano Veloso,Prenda Minha,Latin,Terra,0.99,1.98
Caetano Veloso,Prenda Minha,Latin,Eclipse Oculto,0.99,1.98
Caetano Veloso,Prenda Minha,Latin,"Texto ""Verdade Tropical""",0.99,5.94
Caetano Veloso,Prenda Minha,Latin,Bem Devagar,0.99,1.98
Caetano Veloso,Prenda Minha,Latin,Bem Devagar,0.99,8.91
Caetano Veloso,Prenda Minha,Latin,Drão,0.99,
Caetano Veloso,Prenda Minha,Latin,Saudosismo,0.99,1.98
Caetano Veloso,Prenda Minha,Latin,Carolina,0.99,5.94
Caetano Veloso,Prenda Minha,Latin,Sozinho,0.99,3.96
Caetano Veloso,Prenda Minha,Latin,Esse Cara,0.99,13.86
Caetano Veloso,Prenda Minha,Latin,Mel,0.99,3.96
Caetano Veloso,Prenda Minha,Latin,Mel,0.99,8.91
Caetano Veloso,Prenda Minha,Latin,Linha Do Equador,0.99,5.94
Caetano Veloso,Prenda Minha,Latin,Odara,0.99,3.96
Caetano Veloso,Prenda Minha,Latin,A Luz De Tieta,0.99,
Caetano Veloso,Prenda Minha,Latin,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,0.99,3.96
Caetano Veloso,Prenda Minha,Latin,Vida Boa,0.99,5.94
Caetano Veloso,Sozinho Remix Ao Vivo,Latin,Sozinho (Hitmakers Classic Mix),0.99,8.91
Caetano Veloso,Sozinho Remix Ao Vivo,Latin,Sozinho (Hitmakers Classic Radio Edit),0.99,
Caetano Veloso,Sozinho Remix Ao Vivo,Latin,Sozinho (Caêdrum 'n' Bass),0.99,5.94
Chico Buarque,Minha Historia,Latin,Carolina,0.99,
Chico Buarque,Minha Historia,Latin,Essa Moça Ta Diferente,0.99,
Chico Buarque,Minha Historia,Latin,Vai Passar,0.99,8.91
Chico Buarque,Minha Historia,Latin,Samba De Orly,0.99,5.94
Chico Buarque,Minha Historia,Latin,Samba De Orly,0.99,8.91
Chico Buarque,Minha Historia,Latin,"Bye, Bye Brasil",0.99,0.99
Chico Buarque,Minha Historia,Latin,Atras Da Porta,0.99,1.98
Chico Buarque,Minha Historia,Latin,Tatuagem,0.99,1.98
Chico Buarque,Minha Historia,Latin,O Que Será (À Flor Da Terra),0.99,5.94
Chico Buarque,Minha Historia,Latin,Morena De Angola,0.99,1.98
Chico Buarque,Minha Historia,Latin,Morena De Angola,0.99,8.91
Chico Buarque,Minha Historia,Latin,Apesar De Você,0.99,8.91
Chico Buarque,Minha Historia,Latin,A Banda,0.99,1.98
Chico Buarque,Minha Historia,Latin,Minha Historia,0.99,5.94
Chico Buarque,Minha Historia,Latin,Com Açúcar E Com Afeto,0.99,3.96
Chico Buarque,Minha Historia,Latin,Brejo Da Cruz,0.99,
Chico Buarque,Minha Historia,Latin,Meu Caro Amigo,0.99,3.96
Chico Buarque,Minha Historia,Latin,Meu Caro Amigo,0.99,8.91
Chico Buarque,Minha Historia,Latin,Geni E O Zepelim,0.99,5.94
Chico Buarque,Minha Historia,Latin,Geni E O Zepelim,0.99,8.91
Chico Buarque,Minha Historia,Latin,Trocando Em Miúdos,0.99,3.96
Chico Buarque,Minha Historia,Latin,Vai Trabalhar Vagabundo,0.99,
Chico Buarque,Minha Historia,Latin,Gota D'água,0.99,3.96
Chico Buarque,Minha Historia,Latin,Construção / Deus Lhe Pague,0.99,5.94
Chico Buarque,Minha Historia,Latin,Meia-Lua Inteira,0.99,
Chico Buarque,Minha Historia,Latin,Voce e Linda,0.99,
Chico Buarque,Minha Historia,Latin,Um Indio,0.99,13.86
Chico Buarque,Minha Historia,Latin,Podres Poderes,0.99,8.91
Chico Buarque,Minha Historia,Latin,Voce Nao Entende Nada - Cotidiano,0.99,8.91
Chico Buarque,Minha Historia,Latin,O Estrangeiro,0.99,
Chico Buarque,Minha Historia,Latin,Menino Do Rio,0.99,13.86
Chico Buarque,Minha Historia,Latin,Qualquer Coisa,0.99,
Chico Buarque,Minha Historia,Latin,Sampa,0.99,
Chico Buarque,Minha Historia,Latin,Queixa,0.99,8.91
Chico Buarque,Minha Historia,Latin,O Leaozinho,0.99,8.91
Chico Buarque,Minha Historia,Latin,Fora Da Ordem,0.99,13.86
Chico Buarque,Minha Historia,Latin,Terra,0.99,
Chico Buarque,Minha Historia,Latin,"Alegria, Alegria",0.99,
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Mateus Enter,0.99,8.91
Chico Science & Nação Zumbi,Afrociberdelia,Latin,O Cidadão Do Mundo,0.99,8.91
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Etnia,0.99,5.94
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Quilombo Groove [Instrumental],0.99,
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Macô,0.99,
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Um Passeio No Mundo Livre,0.99,8.91
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Samba Do Lado,0.99,5.94
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Samba Do Lado,0.99,8.91
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Maracatu Atômico,0.99,8.91
Chico Science & Nação Zumbi,Afrociberdelia,Latin,O Encontro De Isaac Asimov Com Santos Dumont No Céu,0.99,
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Corpo De Lama,0.99,
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Sobremesa,0.99,5.94
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Manguetown,0.99,8.91
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Um Satélite Na Cabeça,0.99,8.91
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Baião Ambiental [Instrumental],0.99,
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Sangue De Bairro,0.99,5.94
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Enquanto O Mundo Explode,0.99,
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Interlude Zumbi,0.99,13.86
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Criança De Domingo,0.99,8.91
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Amor De Muito,0.99,5.94
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Amor De Muito,0.99,8.91
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Samidarish [Instrumental],0.99,
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Maracatu Atômico [Atomic Version],0.99,
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Maracatu Atômico [Ragga Mix],0.99,
Chico Science & Nação Zumbi,Afrociberdelia,Latin,Maracatu Atômico [Trip Hop],0.99,5.94
Chico Science & Nação Zumbi,Da Lama Ao Caos,Latin,Banditismo Por Uma Questa,0.99,8.91
Chico Science & Nação Zumbi,Da Lama Ao Caos,Latin,Banditismo Por Uma Questa,0.99,8.91
Chico Science & Nação Zumbi,Da Lama Ao Caos,Latin,Rios Pontes & Overdrives,0.99,13.86
Chico Science & Nação Zumbi,Da Lama Ao Caos,Latin,Cidade,0.99,
Chico Science & Nação Zumbi,Da Lama Ao Caos,Latin,Praiera,0.99,
Chico Science & Nação Zumbi,Da Lama Ao Caos,Latin,Samba Makossa,0.99,8.91
Chico Science & Nação Zumbi,Da Lama Ao Caos,Latin,Da Lama Ao Caos,0.99,8.91
